,specobjid,objid8,ra,dec,Gtype
3143,308549383127853056,1237648721221910889,159.8554,-0.08475,UN
3144,308549932883666944,1237648721221976278,160.0659,-0.2046944,UN
3145,308550207761573888,1237648721222041731,160.0843,-0.1629167,S
3146,308550482639480832,1237654669740015774,160.0975,-0.2298056,S
3147,308550757517387776,1237648721222041741,160.1147,-0.0205,UN
3148,308551032395294720,1237648720685105352,160.0343,-0.4216389,S
3149,308551307273201664,1237648721221910799,159.9015,-0.1471944,S
3150,308551582151108608,1237648721221976086,159.96,-0.02194444,UN
3151,308552681662736384,1237648720148103303,159.6567,-0.9482778,UN
3152,308554605808084992,1237648720148103422,159.7001,-0.9362778,UN
3153,308555155563898880,1237654669203013716,159.7652,-0.8207778,UN
3154,308555430441805824,1237648720148103276,159.6298,-0.9205278,S
3155,308555980197619712,1237648720148103446,159.7246,-0.9416389,S
3156,308556529953433600,1237654669203013642,159.7889,-0.78775,E
3157,308556804831340544,1237654669203013705,159.7454,-0.7960833,UN
3158,308557079709247488,1237648720148103280,159.6304,-0.9944722,UN
3159,308557354587154432,1237648720685039749,159.8033,-0.5350556,UN
3160,308557904342968320,1237648721221845129,159.7015,-0.17475,UN
3161,308558179220875264,1237648720684974261,159.7184,-0.5135555,S
3162,308558728976689152,1237654669739884742,159.7991,-0.4094722,S
3163,308559003854596096,1237648720684974224,159.6673,-0.5189722,UN
3164,308559278732503040,1237654669739819142,159.6588,-0.3449722,UN
3165,308559553610409984,1237648720685039745,159.7978,-0.5571945,S
3166,308559828488316928,1237654669203013744,159.8154,-0.6546944,UN
3167,308560103366223872,1237648721221845149,159.7289,-0.1876111,S
3168,308560378244130816,1237648721221910551,159.7976,-0.01588889,UN
3169,308560927999944704,1237654669739884548,159.7435,-0.4107222,UN
3170,308561202877851648,1237648721221845221,159.7668,-0.03094444,S
3171,308562027511572480,1237648721221910580,159.8352,-0.20025,E
3172,308562302389479424,1237648721221845089,159.6316,-0.06491667,UN
3173,308562577267386368,1237654669739884787,159.826,-0.2291111,UN
3174,308563127023200256,1237648720147972302,159.4163,-0.8700833,E
3175,308563401901107200,1237648720148037890,159.578,-1.019222,UN
3176,308563676779014144,1237654669202817208,159.3536,-0.7044167,UN
3177,308563951656921088,1237654669202817150,159.295,-0.6901667,UN
3178,308564776290641920,1237654669202882688,159.4431,-0.775,S
3179,308565600924362752,1237654669202882762,159.5383,-0.67175,UN
3180,308565875802269696,1237654669202817257,159.4069,-0.6743056,E
3181,308566150680176640,1237654669202817103,159.374,-0.6779444,UN
3182,308566425558083584,1237654669202817157,159.3101,-0.7086111,S
3183,308566700435990528,1237654669202817275,159.4306,-0.6546944,E
3184,308566975313897472,1237654669202948211,159.5915,-0.8078055,UN
3185,308567250191804416,1237654669202817330,159.4075,-0.7711389,S
3186,308567525069711360,1237654669202882693,159.447,-0.6566945,UN
3187,308567799947618304,1237654669202817192,159.3425,-0.6799445,UN
3188,308568074825525248,1237654669202817314,159.3147,-0.6856389,S
3189,308568349703432192,1237648720684908689,159.5462,-0.6199167,UN
3190,308568624581339136,1237654669739688090,159.4223,-0.29275,S
3191,308568899459246080,1237654669739819130,159.6116,-0.4151667,S
3192,308569174337153024,1237654669739753646,159.549,-0.3297222,UN
3193,308569724092966912,1237654669739753606,159.541,-0.2207778,S
3194,308569998970873856,1237648720684908626,159.5821,-0.5361111,UN
3195,308570273848780800,1237648720684843336,159.4254,-0.5561111,UN
3196,308571098482501632,1237648721221779557,159.4948,-0.09608334,UN
3197,308571373360408576,1237648721221714095,159.415,-0.1805,S
3198,308571648238315520,1237648721221779630,159.602,-0.1900833,S
3199,308571923116222464,1237654669739819126,159.6037,-0.2997222,UN
3200,308572197994129408,1237654670276624635,159.5622,0.01030556,S
3201,308572747749943296,1237648721221779641,159.6063,-0.01786111,S
3202,308573022627850240,1237654669739688130,159.3931,-0.2202222,UN
3203,308573572383664128,1237648721221714102,159.4228,-0.02236111,UN
3204,308573847261571072,1237654669202686133,159.1071,-0.8178333,UN
3205,308574946773198848,1237654669202620550,158.9238,-0.7535,UN
3206,308575221651105792,1237654668665815258,159.127,-1.055,S
3207,308575496529012736,1237654668665749618,158.9125,-1.100417,UN
3208,308578520185989120,1237654669202751663,159.274,-0.7087222,S
3209,308579069941803008,1237654669202751581,159.1707,-0.8228611,UN
3210,308579619697616896,1237648720684646512,158.8769,-0.4386667,S
3211,308580444331337728,1237654669202686094,159.0274,-0.6538056,UN
3212,308580719209244672,1237654669739622555,159.2044,-0.2573889,UN
3213,308580994087151616,1237648720684843249,159.3287,-0.4528333,UN
3214,308581268965058560,1237648720684843266,159.3449,-0.5135,S
3215,308581543842965504,1237654669202751642,159.2419,-0.6448056,UN
3216,308581818720872448,1237654670276231323,158.6133,0.06719445,UN
3217,308582643354593280,1237654669739294856,158.4353,-0.3007778,UN
3218,308582918232500224,1237648720684515460,158.6127,-0.6018056,UN
3219,308583193110407168,1237648720684712077,159.0416,-0.4887778,UN
3220,308583467988314112,1237648721221517480,158.9255,-0.04741667,UN
3221,308584017744128000,1237648720684449988,158.5378,-0.4298055,S
3222,308584292622034944,1237648720684777700,159.309,-0.6300278,S
3223,308584567499941888,1237648720684581036,158.8062,-0.5514167,UN
3224,308585117255755776,1237648722832130219,158.9828,1.156583,UN
3225,308585392133662720,1237648722832130163,158.9185,1.145639,UN
3226,308585667011569664,1237648722832195728,159.0512,1.103444,S
3227,308585941889476608,1237648722832195759,159.0871,1.167833,UN
3228,308586766523197440,1237648722832130228,158.9967,1.196111,UN
3229,308587316279011328,1237648722832130213,158.9753,1.097944,E
3230,308587591156918272,1237654671349973103,158.6697,0.9397778,UN
3231,308588140912732160,1237648722832195846,159.0465,1.058861,S
3232,308588690668546048,1237654671350235203,159.1482,0.9136389,UN
3233,308588965546452992,1237648722832195777,159.1095,1.177889,S
3234,308589240424359936,1237648722832195699,159.0308,1.122639,UN
3235,308589515302266880,1237651752390557790,159.1122,1.029806,UN
3236,308590065058080768,1237654671350169775,159.1233,0.9575278,UN
3237,308590339935987712,1237654671350235237,159.1946,0.9089722,UN
3238,308590889691801600,1237654670813429787,159.3291,0.6016389,S
3239,308591164569708544,1237654670813429890,159.3604,0.4888333,UN
3240,308591439447615488,1237654670813233301,158.9492,0.5851111,UN
3241,308591989203429376,1237648721758191772,158.4676,0.4026111,UN
3242,308592264081336320,1237648722295390256,159.2439,0.7723055,UN
3243,308592538959243264,1237648722295455879,159.3388,0.8306944,E
3244,308593088715057152,1237654670813036685,158.5378,0.6116389,UN
3245,308593363592964096,1237654670813429904,159.3985,0.4216945,UN
3246,308593638470871040,1237648722295324973,159.1024,0.7028889,UN
3247,308594188226684928,1237648721758257297,158.634,0.3416389,UN
3248,308595012860405760,1237654670276559037,159.4231,0.09180555,S
3249,308595837494126592,1237648722832326772,159.3784,1.071861,S
3250,308596112372033536,1237654671350300806,159.3992,0.9914167,UN
3251,308596387249940480,1237648722832261226,159.2301,1.092611,UN
3252,308596937005754368,1237648722832261192,159.1846,1.182583,S
3253,308597211883661312,1237651752390623236,159.1743,1.030972,UN
3254,308597486761568256,1237648722832326752,159.349,1.126,S
3255,308597761639475200,1237648722832326745,159.3375,1.115528,UN
3256,308598036517382144,1237651752390688838,159.3203,1.032611,S
3257,308598586273196032,1237651752390623337,159.2285,1.029611,UN
3258,308598861151102976,1237654671350300812,159.4025,0.9599167,S
3259,308599685784823808,1237654671350235271,159.2657,0.914,UN
3260,308600510418544640,1237654671350300825,159.4127,0.9170555,UN
3261,308600785296451584,1237654671350300696,159.3257,0.993,UN
3262,308601060174358528,1237648722832195808,159.1556,1.078333,UN
3263,308601335052265472,1237654670813495485,159.5413,0.6265278,UN
3264,308601609930172416,1237648721758716070,159.6979,0.3474444,S
3265,308602159685986304,1237648722295521443,159.5921,0.8198333,UN
3266,308602434563893248,1237654671350431853,159.6249,0.8714167,S
3267,308602709441800192,1237648722295521436,159.5705,0.66975,UN
3268,308602984319707136,1237648722295586899,159.6277,0.8115278,S
3269,308603534075521024,1237648722295521399,159.5007,0.8061111,S
3270,308604083831334912,1237654670813560960,159.6398,0.4514167,E
3271,308604358709241856,1237648721758716060,159.6677,0.381,UN
3272,308604633587148800,1237648721758716118,159.7426,0.2499167,UN
3273,308604908465055744,1237648721758716075,159.7041,0.3119445,UN
3274,308605183342962688,1237654670276624623,159.5256,0.2068611,S
3275,308605458220869632,1237648722295455979,159.4418,0.7616667,UN
3276,308606007976683520,1237654670813560938,159.5999,0.6027778,UN
3277,308606282854590464,1237654670276689985,159.7176,0.1411944,UN
3278,308606832610404352,1237648722832326790,159.4164,1.049556,UN
3279,308607107488311296,1237651752390754433,159.5511,1.040944,S
3280,308607382366218240,1237648722832457854,159.672,1.067167,UN
3281,308607657244125184,1237648722832392358,159.5148,1.068861,UN
3282,308607932122032128,1237654671350431880,159.6895,0.9884722,UN
3283,308608206999939072,1237651752390754445,159.5652,1.010056,UN
3284,308608481877846016,1237654671350366315,159.4762,0.9545833,UN
3285,308608756755752960,1237654671350366365,159.5442,0.9873056,UN
3286,308609031633659904,1237654671350497352,159.7538,0.92675,UN
3287,308609306511566848,1237654671350431850,159.6221,0.9269722,UN
3288,308610131145287680,1237648722832523331,159.8039,1.226861,UN
3289,308610680901101568,1237651752390819888,159.699,1.019278,UN
3290,308610955779008512,1237651752390819968,159.7363,1.025111,UN
3291,308611505534822400,1237654671350366320,159.4991,0.9175833,UN
3292,308611780412729344,1237648722832392426,159.604,1.113861,S
3293,308612330168543232,1237648722295652561,159.8535,0.6612778,UN
3294,308612879924357120,1237654670813626489,159.8452,0.5655,S
3295,308613154802264064,1237654670813692046,159.9481,0.4851389,UN
3296,308613429680171008,1237654670813692051,159.9595,0.4263611,E
3297,308613704558077952,1237648722295717983,159.9468,0.71725,UN
3298,308614254313891840,1237648722295652456,159.7917,0.7036667,UN
3299,308614529191798784,1237648722295652479,159.807,0.7025555,S
3300,308614804069705728,1237654670813692005,159.9102,0.5129445,UN
3301,308615078947612672,1237654671350497406,159.8271,0.8398611,E
3302,308615353825519616,1237654670813691999,159.9073,0.5281944,UN
3303,308615628703426560,1237654670813626505,159.8843,0.5702222,UN
3304,308615903581333504,1237654670276755657,159.8183,0.1011111,E
3305,308616453337147392,1237648721758847133,159.9672,0.2893889,S
3306,308616728215054336,1237648722295652512,159.8341,0.6373333,S
3307,308617003092961280,1237648721758716121,159.7567,0.2643333,S
3308,308617277970868224,1237654670276755639,159.7678,0.09797222,UN
3309,308617552848775168,1237648721758847122,159.9535,0.3090833,S
3310,308617827726682112,1237654671350562983,159.9523,1.002306,S
3311,308618102604589056,1237648722832589007,159.936,1.060139,UN
3312,308618377482496000,1237648722832523479,159.8973,1.137083,S
3313,308618652360402944,1237648722832523411,159.85,1.086944,S
3314,308618927238309888,1237648722832589017,159.9495,1.194278,UN
3315,308619202116216832,1237648722832589058,159.9992,1.118833,UN
3316,308619476994123776,1237648722832589086,160.0288,1.251806,UN
3317,308620576505751552,1237654671350497451,159.8711,0.9404722,S
3318,308621126261565440,1237651752390885482,159.8415,1.009444,UN
3319,308621401139472384,1237654671350497447,159.8616,0.9915,UN
3320,308621676017379328,1237654671350562970,159.941,0.9460278,UN
3321,308621950895286272,1237654671350497400,159.8185,0.9500278,UN
3322,308622500651100160,1237654671350562870,159.9746,0.9821944,UN
3323,308622775529007104,1237648722832523334,159.804,1.053333,UN
3324,308623050406914048,1237654671350563022,159.9801,0.9509722,UN
3325,308623600162727936,1237654670813692084,160.007,0.5266666,UN
3326,308623875040634880,1237654670276886816,160.1011,0.1235556,UN
3327,308624149918541824,1237654670813692096,160.0296,0.4430833,E
3328,308624424796448768,1237648721758912678,160.1274,0.3764167,UN
3329,308624699674355712,1237648721758912666,160.1176,0.2455,S
3330,308625249430169600,1237648722295718006,159.9812,0.6676111,S
3331,308625524308076544,1237648722295718106,160.0165,0.6604167,S
3332,308625799185983488,1237648721758912670,160.128,0.3304167,UN
3333,308626074063890432,1237648722295718021,160.003,0.6916944,S
3334,308626348941797376,1237648722295718141,160.0652,0.6408333,UN
3335,308626623819704320,1237648722295783556,160.1437,0.8174167,S
3336,308626898697611264,1237648722295718111,160.02,0.7646945,E
3337,308627448453425152,1237648722295783547,160.1261,0.7265,UN
3338,308627998209239040,1237654671350628371,160.0655,0.8485556,UN
3339,308628547965052928,1237648722295718003,159.979,0.6887222,UN
3340,308628822842959872,1237648722295849099,160.2923,0.6684445,UN
3341,308629372598773760,1237648721758978292,160.342,0.2683056,E
3342,308630746988308480,1237648722295783615,160.2128,0.8047778,UN
3343,308631021866215424,1237654670813823171,160.2375,0.5333334,UN
3344,308631296744122368,1237648721758978197,160.3105,0.2385556,S
3345,308632121377843200,1237654670813888656,160.3465,0.5717222,UN
3346,308632396255750144,1237654670813823225,160.3033,0.5658056,S
3347,308632671133657088,1237654670813823242,160.3195,0.4656111,UN
3348,308633220889470976,1237648722295849064,160.2628,0.6415278,UN
3349,308633495767377920,1237654671350628524,160.1609,0.8914444,E
3350,308634045523191808,1237648722295783592,160.1862,0.7871944,S
3351,308634320401098752,1237648721759109304,160.5449,0.2858611,UN
3352,308634595279005696,1237648722295980337,160.5794,0.7702778,S
3353,308634870156912640,1237648722295914641,160.383,0.7932778,UN
3354,308635969668540416,1237648722295980211,160.5405,0.7935278,UN
3355,308636244546447360,1237648722295914554,160.4861,0.8027222,UN
3356,308636519424354304,1237648722295914556,160.4725,0.7931945,S
3357,308636794302261248,1237648722295914713,160.498,0.6941667,UN
3358,308637069180168192,1237648721759043648,160.3738,0.3085,UN
3359,308637344058075136,1237654670277083400,160.5773,0.1388611,S
3360,308637893813889024,1237648721759043767,160.455,0.3265,UN
3361,308638168691795968,1237648721758978245,160.3712,0.4195833,UN
3362,308638443569702912,1237654670813954185,160.5938,0.4995556,UN
3363,308638993325516800,1237648721759043708,160.4615,0.2601945,S
3364,308639268203423744,1237648721759043716,160.4669,0.4011945,UN
3365,308639543081330688,1237654670277083418,160.5943,0.1284444,S
3366,308639817959237632,1237648722832589116,160.0587,1.057194,UN
3367,308640092837144576,1237651752391016641,160.1026,1.031861,S
3368,308640367715051520,1237648722832654442,160.1266,1.126833,UN
3369,308640917470865408,1237654671350628467,160.087,0.9425,S
3370,308641192348772352,1237654671350628522,160.1569,0.9227222,UN
3371,308641467226679296,1237648722832654587,160.2157,1.096861,S
3372,308642016982493184,1237654671350693997,160.2473,0.9589722,UN
3373,308643391372027904,1237648722832720095,160.2227,1.156139,UN
3374,308644490883655680,1237648722832720017,160.3354,1.060139,UN
3375,308644765761562624,1237648722832720024,160.3422,1.129222,S
3376,308645040639469568,1237654671350628539,160.1757,0.9881111,UN
3377,308645315517376512,1237654671350890575,160.7607,0.9050834,E
3378,308645590395283456,1237654671350890694,160.6861,0.8731945,E
3379,308645865273190400,1237648721759174748,160.6805,0.3737778,UN
3380,308646140151097344,1237654670814019743,160.7275,0.5908055,UN
3381,308646415029004288,1237648722296045688,160.7183,0.8259166,UN
3382,308646689906911232,1237648722296045697,160.7303,0.7265278,UN
3383,308646964784818176,1237654670814019802,160.7521,0.59375,E
3384,308647239662725120,1237654670813954194,160.6273,0.5783055,UN
3385,308647514540632064,1237648722296045766,160.7853,0.8257778,E
3386,308647789418539008,1237648722296045576,160.6758,0.6801389,UN
3387,308648888930166784,1237654670277214446,160.8114,0.1994722,S
3388,308649438685980672,1237648721759174838,160.7906,0.3139167,UN
3389,308649713563887616,1237654670814019719,160.696,0.4504722,UN
3390,308649988441794560,1237654670277148818,160.6868,0.1490556,UN
